Region,ProjectionTitle,Count_ID,ISO2,ISO3,Area_ID,E_Count,Type,Ind_ID,C_Ind_ID,e_cat,AcronymCombined,Acronym,Age,Sex,Other,E_Ind,Time,Value,Rounded,Formatted,Status,Note,Source,Derived,Order_In_Report,Valid,Updated on,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2022,17,17,                                                17,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2023,63.70203,64,64,Published,,,,1224,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2023,257.98178,258,                                               258,Published,,,,1233,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2023,17,17,                                                17,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2024,68.34129,68,68,Published,,,,1224,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2024,269.41037,269,                                               269,Published,,,,1233,,5/12/2025 12:39:00 PM,
Caribbean,DomRep_01April2025_ek,214,DO,DOM,/2/5/,Dominican Republic,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2024,17,17,                                                17,Published,,,,3762,,5/12/2025 2:27:00 PM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2010,69.33316,69,69,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2010,220.73191,221,                                               221,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2010,7.6,8,                                                 8,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2011,73.61344,74,74,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2011,224.45674,224,                                               224,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2011,9.6,10,                                                10,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2012,75.45189,75,75,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2012,230.2531,230,                                               230,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2012,7.7,8,                                                 8,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2013,64.50931,65,65,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2013,292.29852,292,                                               292,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2013,7.7,8,                                                 8,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2014,66.13089,66,66,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2014,281.28136,281,                                               281,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2014,12.21,12,                                                12,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2015,68.01363,68,68,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2015,272.15673,272,                                               272,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2015,11.89,12,                                                12,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2016,61.69616,62,62,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2016,329.58945,330,                                               330,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2016,13.68,14,                                                14,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2017,64.44295,64,64,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2017,316.91086,317,                                               317,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2017,3,3,                                                 3,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2018,63.24553,63,63,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2018,312.71557,313,                                               313,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2018,12.8,13,                                                13,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2019,67.03878,67,67,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2019,314.18223,314,                                               314,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2019,10.2,10,                                                10,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2020,64.29658,64,64,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2020,310.2714,310,                                               310,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2020,10.8,11,                                                11,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2021,65.06353,65,65,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2021,310.68245,311,                                               311,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2021,17,17,                                                17,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2022,66.02786,66,66,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2022,314.05645,314,                                               314,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2022,9.6,10,                                                10,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2023,67.40397,67,67,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2023,315.75134,316,                                               316,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2023,9.6,10,                                                10,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2024,70.68665,71,71,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2024,320.47435,320,                                               320,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Guyana TFR2019+Mics_09May2025,328,GY,GUY,/2/6/,Guyana,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2024,10.1,10,                                                10,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2010,21.06981,21,21,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2010,138.54295,139,                                               139,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2010,0,0,                                                 0,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2011,21.51559,22,22,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2011,203.7398,204,                                               204,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2011,0,0,                                                 0,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2012,26.21553,26,26,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2012,203.74297,204,                                               204,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2012,14.4,14,                                                14,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2013,31.39039,31,31,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2013,205.93965,206,                                               206,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2013,17.3,17,                                                17,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2014,32.31817,32,32,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2014,220.42285,220,                                               220,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2014,20.2,20,                                                20,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2015,35.80045,36,36,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2015,218.67506,219,                                               219,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2015,23.1,23,                                                23,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2016,31.08919,31,31,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2016,235.50217,236,                                               236,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2016,26,26,                                                26,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2017,49.92405,50,50,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2017,245.50367,246,                                               246,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2017,23,23,                                                23,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2018,50.38884,50,50,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2018,249.31814,249,                                               249,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2018,20,20,                                                20,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2019,63.83036,64,64,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2019,262.25155,262,                                               262,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2019,17,17,                                                17,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2020,77.8699,78,78,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2020,294.12267,294,                                               294,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2020,14,14,                                                14,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2021,79.88088,80,80,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2021,315.8,316,                                               316,Published,,,,1233,,5/15/2025 10:09:00 AM,
